md5,sha1,sha256,subject,subject_common_name,subject_organizational_unit,subject_organization,subject_locality,subject_state,subject_country,subject_email,issuer,issuer_common_name,issuer_organizational_unit,issuer_organization,issuer_locality,issuer_state,issuer_country,issuer_email,serial,hash_algo,signature_algo,valid_not_before,valid_not_after
9ec05a8e14fa1bc0559eb0a5d3f5b33a,30:43:FA:4F:F2:57:DC:A0:C3:80:EE:2E:58:EA:78:B2:3F:E6:BB:C1,86:A1:EC:BA:08:9C:4A:8D:3B:BE:27:34:C6:12:BA:34:1D:81:3E:04:3C:F9:E8:A8:62:CD:5C:57:A3:6B:BE:6B, C=IN OU=emSign PKI O=eMudhra Technologies Limited CN=emSign ECC Root CA - G3,emSign ECC Root CA - G3,emSign PKI,eMudhra Technologies Limited,,,IN,, C=IN OU=emSign PKI O=eMudhra Technologies Limited CN=emSign ECC Root CA - G3,emSign ECC Root CA - G3,emSign PKI,eMudhra Technologies Limited,,,IN,,287880440101571086945156,ecdsa-with-SHA384,ecdsa-with-SHA384,2018-02-18 18:30:00,2043-02-18 18:30:00
9a8147a55af73b84d5e55ccbf47d45c6,96:C9:1B:0B:95:B4:10:98:42:FA:D0:D8:22:79:FE:60:FA:B9:16:83,EE:C5:49:6B:98:8C:E9:86:25:B9:34:09:2E:EC:29:08:BE:D0:B0:F3:16:C2:D4:73:0C:84:EA:F1:F3:D3:48:81, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 EV 2009,D-TRUST Root Class 3 CA 2 EV 2009,,D-Trust GmbH,,,DE,, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 EV 2009,D-TRUST Root Class 3 CA 2 EV 2009,,D-Trust GmbH,,,DE,,623604,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-11-05 08:50:46,2029-11-05 08:50:46
43c94a5add3b1a39a672da1a611240f2,DA:FA:F7:FA:66:84:EC:06:8F:14:50:BD:C7:C2:81:A5:BC:A9:64:57,ED:F7:EB:BC:A2:7A:2A:38:4D:38:7B:7D:40:10:C6:66:E2:ED:B4:84:3E:4C:29:B4:AE:1D:5B:93:32:E6:B2:4D, C=NO O=Buypass AS-983163327 CN=Buypass Class 3 Root CA,Buypass Class 3 Root CA,,Buypass AS-983163327,,,NO,, C=NO O=Buypass AS-983163327 CN=Buypass Class 3 Root CA,Buypass Class 3 Root CA,,Buypass AS-983163327,,,NO,,2,sha256WithRSAEncryption,sha256WithRSAEncryption,2010-10-26 08:28:58,2040-10-26 08:28:58
409499b6895bf3144ab265f7dad84bdc,B4:90:82:DD:45:0C:BE:8B:5B:B1:66:D3:E2:A4:08:26:CD:ED:42:CF,94:5B:BC:82:5E:A5:54:F4:89:D1:FD:51:A7:3D:DF:2E:A6:24:AC:70:19:A0:52:05:22:5C:22:A7:8C:CF:A8:B4," C=US ST=Illinois L=Chicago O=Trustwave Holdings, Inc. CN=Trustwave Global ECC P256 Certification Authority",Trustwave Global ECC P256 Certification Authority,,"Trustwave Holdings, Inc.",Chicago,Illinois,US,," C=US ST=Illinois L=Chicago O=Trustwave Holdings, Inc. CN=Trustwave Global ECC P256 Certification Authority",Trustwave Global ECC P256 Certification Authority,,"Trustwave Holdings, Inc.",Chicago,Illinois,US,,4151900041497450638097112925,ecdsa-with-SHA256,ecdsa-with-SHA256,2017-08-23 19:35:10,2042-08-23 19:35:10
93a979ef02f36777d62e5e25b9bd8cd7,E1:C9:50:E6:EF:22:F8:4C:56:45:72:8B:92:20:60:D7:D5:A7:A3:E8,2A:57:54:71:E3:13:40:BC:21:58:1C:BD:2C:F1:3E:15:84:63:20:3E:CE:94:BC:F9:D3:CC:19:6B:F0:9A:54:72, C=US O=Google Trust Services LLC CN=GTS Root R1,GTS Root R1,,Google Trust Services LLC,,,US,, C=US O=Google Trust Services LLC CN=GTS Root R1,GTS Root R1,,Google Trust Services LLC,,,US,,146587175971765017618439757810265552097,sha384WithRSAEncryption,sha384WithRSAEncryption,2016-06-22 00:00:00,2036-06-22 00:00:00
3b4430e2aaceae189c544aa64b64e577,8C:F4:27:FD:79:0C:3A:D1:66:06:8D:E8:1E:57:EF:BB:93:22:72:D4,43:DF:57:74:B0:3E:7F:EF:5F:E4:0D:93:1A:7B:ED:F1:BB:2E:6B:42:73:8C:4E:6D:38:41:10:3D:3A:A7:F3:39," C=US O=Entrust, Inc. OU=See www.entrust.net/legal-terms OU=(c) 2009 Entrust, Inc. - for authorized use only CN=Entrust Root Certification Authority - G2",Entrust Root Certification Authority - G2,See www.entrust.net/legal-terms,"Entrust, Inc.",,,US,," C=US O=Entrust, Inc. OU=See www.entrust.net/legal-terms OU=(c) 2009 Entrust, Inc. - for authorized use only CN=Entrust Root Certification Authority - G2",Entrust Root Certification Authority - G2,See www.entrust.net/legal-terms,"Entrust, Inc.",,,US,,1246989352,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-07-07 17:25:54,2030-12-07 17:55:54
380be7bb26b8f68d2b223191aa06d321,3B:C4:9F:48:F8:F3:73:A0:9C:1E:BD:F8:5B:B1:C3:65:C7:D8:11:B3,BF:0F:EE:FB:9E:3A:58:1A:D5:F9:E9:DB:75:89:98:57:43:D2:61:08:5C:4D:31:4F:6F:5D:72:59:AA:42:16:12," C=JP O=Japan Certification Services, Inc. CN=SecureSign RootCA11",SecureSign RootCA11,,"Japan Certification Services, Inc.",,,JP,," C=JP O=Japan Certification Services, Inc. CN=SecureSign RootCA11",SecureSign RootCA11,,"Japan Certification Services, Inc.",,,JP,,1,sha1WithRSAEncryption,sha1WithRSAEncryption,2009-04-08 04:56:47,2029-04-08 04:56:47
8931e7ccf70961bd117c6c6ce7fc924c,AE:C5:FB:3F:C8:E1:BF:C4:E5:4F:03:07:5A:9A:E8:00:B7:F7:B6:FA,04:04:80:28:BF:1F:28:64:D4:8F:9A:D4:D8:32:94:36:6A:82:88:56:55:3F:3B:14:30:3F:90:14:7F:5D:40:EF, C=ES CN=Autoridad de Certificacion Firmaprofesional CIF A62634068,Autoridad de Certificacion Firmaprofesional CIF A62634068,,,,,ES,, C=ES CN=Autoridad de Certificacion Firmaprofesional CIF A62634068,Autoridad de Certificacion Firmaprofesional CIF A62634068,,,,,ES,,6047274297262753887,sha1WithRSAEncryption,sha1WithRSAEncryption,2009-05-20 08:38:15,2030-12-31 08:38:15
10a5ab9153d1a2d463a1d49394cc5ba3,1F:49:14:F7:D8:74:95:1D:DD:AE:02:C0:BE:FD:3A:2D:82:75:51:85,18:F1:FC:7F:20:5D:F8:AD:DD:EB:7F:E0:07:DD:57:E3:AF:37:5A:9C:4D:8D:73:54:6B:F4:F1:FE:D1:E1:8D:35, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 3,QuoVadis Root CA 3,,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 3,QuoVadis Root CA 3,,QuoVadis Limited,,,BM,,1478,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-24 19:11:23,2031-11-24 19:06:44
106e1c2f7fce155a5fcf32fc22b136a7,51:C6:E7:08:49:06:6E:F3:92:D4:5C:A0:0D:6D:A3:62:8F:C3:52:39,B0:BF:D5:2B:B0:D7:D9:BD:92:BF:5D:4D:C1:3D:A2:55:C0:2C:54:2F:37:83:65:EA:89:39:11:F5:5E:55:F2:3C, C=TR L=Ankara O=E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş. OU=E-Tugra Sertifikasyon Merkezi CN=E-Tugra Certification Authority,E-Tugra Certification Authority,E-Tugra Sertifikasyon Merkezi,E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,Ankara,,TR,, C=TR L=Ankara O=E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş. OU=E-Tugra Sertifikasyon Merkezi CN=E-Tugra Certification Authority,E-Tugra Certification Authority,E-Tugra Sertifikasyon Merkezi,E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,Ankara,,TR,,7667447206703254355,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-03-05 12:09:48,2023-03-03 12:09:48
eb470c3d2386755507869d2be28d96d1,B6:AF:43:C2:9B:81:53:7D:F6:EF:6B:C3:1F:1F:60:15:0C:EE:48:66,BC:4D:80:9B:15:18:9D:78:DB:3E:1D:8C:F4:F9:72:6A:79:5D:A1:64:3C:A5:F1:35:8E:1D:DB:0E:DC:0D:7E:B3, C=US OU=emSign PKI O=eMudhra Inc CN=emSign ECC Root CA - C3,emSign ECC Root CA - C3,emSign PKI,eMudhra Inc,,,US,, C=US OU=emSign PKI O=eMudhra Inc CN=emSign ECC Root CA - C3,emSign ECC Root CA - C3,emSign PKI,eMudhra Inc,,,US,,582948710642506000014504,ecdsa-with-SHA384,ecdsa-with-SHA384,2018-02-18 18:30:00,2043-02-18 18:30:00
4319758e8ee2631cc685df41aa831be5,30:D4:24:6F:07:FF:DB:91:89:8A:0B:E9:49:66:11:EB:8C:5E:46:E5,15:D5:B8:77:46:19:EA:7D:54:CE:1C:A6:D0:B0:C4:03:E0:37:A9:17:F1:31:E8:A0:4E:1E:6B:7A:71:BA:BC:E5, C=US O=Google Trust Services LLC CN=GTS Root R3,GTS Root R3,,Google Trust Services LLC,,,US,, C=US O=Google Trust Services LLC CN=GTS Root R3,GTS Root R3,,Google Trust Services LLC,,,US,,146587176140553309517047991083707763997,ecdsa-with-SHA384,ecdsa-with-SHA384,2016-06-22 00:00:00,2036-06-22 00:00:00
0f918fb63918134ee17093a5b687873d,01:0C:06:95:A6:98:19:14:FF:BF:5F:C6:B0:B6:95:EA:29:E9:12:A6,A0:40:92:9A:02:CE:53:B4:AC:F4:F2:FF:C6:98:1C:E4:49:6F:75:5E:6D:45:FE:0B:2A:69:2B:CD:52:52:3F:36, C=GR L=Athens O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2015,Hellenic Academic and Research Institutions RootCA 2015,,Hellenic Academic and Research Institutions Cert. Authority,Athens,,GR,, C=GR L=Athens O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2015,Hellenic Academic and Research Institutions RootCA 2015,,Hellenic Academic and Research Institutions Cert. Authority,Athens,,GR,,0,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-07-07 10:11:21,2040-06-30 10:11:21
404fbc54874a65905e247589373e4ff3,50:30:06:09:1D:97:D4:F5:AE:39:F7:CB:E7:92:7D:7D:65:2D:34:31,6D:C4:71:72:E0:1C:BC:B0:BF:62:58:0D:89:5F:E2:B8:AC:9A:D4:F8:73:80:1E:0C:10:B9:C8:37:D2:1E:B1:77, O=Entrust.net OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.) OU=(c) 1999 Entrust.net Limited CN=Entrust.net Certification Authority (2048),Entrust.net Certification Authority (2048),www.entrust.net/CPS_2048 incorp. by ref. (limits liab.),Entrust.net,,,,, O=Entrust.net OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.) OU=(c) 1999 Entrust.net Limited CN=Entrust.net Certification Authority (2048),Entrust.net Certification Authority (2048),www.entrust.net/CPS_2048 incorp. by ref. (limits liab.),Entrust.net,,,,,946069240,sha1WithRSAEncryption,sha1WithRSAEncryption,1999-12-24 17:50:51,2029-07-24 14:15:12
dcdf1e52f2a1093e424b39f7701169f1,A1:4B:48:D9:43:EE:0A:0E:40:90:4F:3C:E0:A4:C0:91:93:51:5D:3F,7D:05:EB:B6:82:33:9F:8C:94:51:EE:09:4E:EB:FE:FA:79:53:A1:14:ED:B2:F4:49:49:45:2F:AB:7D:2F:C1:85, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root G2,DigiCert Assured ID Root G2,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root G2,DigiCert Assured ID Root G2,www.digicert.com,DigiCert Inc,,,US,,15385348160840213938643033620894905419,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-08-01 12:00:00,2038-01-15 12:00:00
2bac5bf6fed172a7a245f2de66ee3a03,D8:EB:6B:41:51:92:59:E0:F3:E7:85:00:C0:3D:B6:88:97:C9:EE:FC,3C:4F:B0:B9:5A:B8:B3:00:32:F4:32:B8:6F:53:5F:E1:72:C1:85:D0:FD:39:86:58:37:CF:36:18:7F:A6:F4:28, C=NL O=Staat der Nederlanden CN=Staat der Nederlanden Root CA - G3,Staat der Nederlanden Root CA - G3,,Staat der Nederlanden,,,NL,, C=NL O=Staat der Nederlanden CN=Staat der Nederlanden Root CA - G3,Staat der Nederlanden Root CA - G3,,Staat der Nederlanden,,,NL,,10003001,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-11-14 11:28:42,2028-11-13 23:00:00
acf03b6db608e6ae38c0af6a9952f3a2,93:05:7A:88:15:C6:4F:CE:88:2F:FA:91:16:52:28:78:BC:53:64:17,9A:6E:C0:12:E1:A7:DA:9D:BE:34:19:4D:47:8A:D7:C0:DB:18:22:FB:07:1D:F1:29:81:49:6E:D1:04:38:41:13, CN=ACCVRAIZ1 OU=PKIACCV O=ACCV C=ES,ACCVRAIZ1,PKIACCV,ACCV,,,ES,, CN=ACCVRAIZ1 OU=PKIACCV O=ACCV C=ES,ACCVRAIZ1,PKIACCV,ACCV,,,ES,,6828503384748696800,sha1WithRSAEncryption,sha1WithRSAEncryption,2011-05-05 09:37:37,2030-12-31 09:37:37
4ae18367affbe1606c4bdbadd0ef02ab,AF:E5:D2:44:A8:D1:19:42:30:FF:47:9F:E2:F8:97:BB:CD:7A:8C:B4,52:F0:E1:C4:E5:8E:C6:29:29:1B:60:31:7F:07:46:71:B8:5D:7E:A8:0D:5B:07:27:34:63:53:4B:32:B4:02:34, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO RSA Certification Authority,COMODO RSA Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO RSA Certification Authority,COMODO RSA Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,,101909084537582093308941363524873193117,sha384WithRSAEncryption,sha384WithRSAEncryption,2010-01-19 00:00:00,2038-01-18 23:59:59
75a3618c1cc8ab45ed80dd97e50a58cc,78:6A:74:AC:76:AB:14:7F:9C:6A:30:50:BA:9E:A8:7E:FE:9A:CE:3C,06:3E:4A:FA:C4:91:DF:D3:32:F3:08:9B:85:42:E9:46:17:D8:93:D7:FE:94:4E:10:A7:93:7E:E2:9D:96:93:C0, C=EU L=Madrid (see current address at www.camerfirma.com/address) serialNumber=A82743287 O=AC Camerfirma S.A. CN=Chambers of Commerce Root - 2008,Chambers of Commerce Root - 2008,,AC Camerfirma S.A.,Madrid (see current address at www.camerfirma.com/address),,EU,, C=EU L=Madrid (see current address at www.camerfirma.com/address) serialNumber=A82743287 O=AC Camerfirma S.A. CN=Chambers of Commerce Root - 2008,Chambers of Commerce Root - 2008,,AC Camerfirma S.A.,Madrid (see current address at www.camerfirma.com/address),,EU,,11806822484801597146,sha1WithRSAEncryption,sha1WithRSAEncryption,2008-08-01 12:29:50,2038-07-31 12:29:50
dcb7049bf0a46e8cfad354f0a58460d1,DA:C9:02:4F:54:D8:F6:DF:94:93:5F:B1:73:26:38:CA:6A:D7:7C:13,06:87:26:03:31:A7:24:03:D9:09:F1:05:E6:9B:CF:0D:32:E1:BD:24:93:FF:C6:D9:20:6D:11:BC:D6:77:07:39, O=Digital Signature Trust Co. CN=DST Root CA X3,DST Root CA X3,,Digital Signature Trust Co.,,,,, O=Digital Signature Trust Co. CN=DST Root CA X3,DST Root CA X3,,Digital Signature Trust Co.,,,,,91299735575339953335919266965803778155,sha1WithRSAEncryption,sha1WithRSAEncryption,2000-09-30 21:12:19,2021-09-30 14:01:15
b55a960fa2d5564c6a4df20272044c99,55:A6:72:3E:CB:F2:EC:CD:C3:23:74:70:19:9D:2A:BE:11:E3:81:D1,FD:73:DA:D3:1C:64:4F:F1:B4:3B:EF:0C:CD:DA:96:71:0B:9C:D9:87:5E:CA:7E:31:70:7A:F3:E9:6D:52:2B:BD, C=DE O=T-Systems Enterprise Services GmbH OU=T-Systems Trust Center CN=T-TeleSec GlobalRoot Class 3,T-TeleSec GlobalRoot Class 3,T-Systems Trust Center,T-Systems Enterprise Services GmbH,,,DE,, C=DE O=T-Systems Enterprise Services GmbH OU=T-Systems Trust Center CN=T-TeleSec GlobalRoot Class 3,T-TeleSec GlobalRoot Class 3,T-Systems Trust Center,T-Systems Enterprise Services GmbH,,,DE,,1,sha256WithRSAEncryption,sha256WithRSAEncryption,2008-10-01 10:29:56,2033-10-01 23:59:59
4b288cd1c78802d07b78bd4b80db3883,CA:BD:2A:79:A1:07:6A:31:F2:1D:25:36:35:CB:03:9D:43:29:A5:E8,96:BC:EC:06:26:49:76:F3:74:60:77:9A:CF:28:C5:A7:CF:E8:A3:C0:AA:E1:1A:8F:FC:EE:05:C0:BD:DF:08:C6, C=US O=Internet Security Research Group CN=ISRG Root X1,ISRG Root X1,,Internet Security Research Group,,,US,, C=US O=Internet Security Research Group CN=ISRG Root X1,ISRG Root X1,,Internet Security Research Group,,,US,,172886928669790476064670243504169061120,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-06-04 11:04:38,2035-06-04 11:04:38
9be5920bb97403f4a3c76eaea2065057,29:36:21:02:8B:20:ED:02:F5:66:C5:32:D1:D6:ED:90:9F:45:00:2F,0A:81:EC:5A:92:97:77:F1:45:90:4A:F3:8D:5D:50:9F:66:B5:E2:C5:8F:CD:B5:31:05:8B:0E:17:F3:F0:B4:1B, C=US O=AffirmTrust CN=AffirmTrust Networking,AffirmTrust Networking,,AffirmTrust,,,US,, C=US O=AffirmTrust CN=AffirmTrust Networking,AffirmTrust Networking,,AffirmTrust,,,US,,8957382827206547757,sha1WithRSAEncryption,sha1WithRSAEncryption,2010-01-29 14:08:24,2030-12-31 14:08:24
a770ac4ddca123196fa3c03290148f4a,28:F9:78:16:19:7A:FF:18:25:18:AA:44:FE:C1:A0:CE:5C:B6:4C:8A,9B:EA:11:C9:76:FE:01:47:64:C1:BE:56:A6:F9:14:B5:A5:60:31:7A:BD:99:88:39:33:82:E5:16:1A:A0:49:3C, C=CN O=UniTrust CN=UCA Global G2 Root,UCA Global G2 Root,,UniTrust,,,CN,, C=CN O=UniTrust CN=UCA Global G2 Root,UCA Global G2 Root,,UniTrust,,,CN,,124779693093741543919145257850076631279,sha256WithRSAEncryption,sha256WithRSAEncryption,2016-03-11 00:00:00,2040-12-31 00:00:00
676bcec56672752af2841e1c7a830de7,A8:98:5D:3A:65:E5:E5:C4:B2:D7:D6:6D:40:C6:DD:2F:B1:9C:54:36,43:48:A0:E9:44:4C:78:CB:26:5E:05:8D:5E:89:44:B4:D8:4F:96:62:BD:26:DB:25:7F:89:34:A4:43:C7:01:61, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root CA,DigiCert Global Root CA,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root CA,DigiCert Global Root CA,www.digicert.com,DigiCert Inc,,,US,,10944719598952040374951832963794454346,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-10 00:00:00,2031-11-10 00:00:00
3a14a6eb3d4a2c60d9db15d6b6d4ad6b,26:F9:93:B4:ED:3D:28:27:B0:B9:4B:A7:E9:15:1D:A3:8D:92:E5:32,65:7C:FE:2F:A7:3F:AA:38:46:25:71:F3:32:A2:36:3A:46:FC:E7:02:09:51:71:07:02:CD:FB:B6:EE:DA:33:05, C=RO O=CERTSIGN SA OU=certSIGN ROOT CA G2,,certSIGN ROOT CA G2,CERTSIGN SA,,,RO,, C=RO O=CERTSIGN SA OU=certSIGN ROOT CA G2,,certSIGN ROOT CA G2,CERTSIGN SA,,,RO,,313609486401300475190,sha256WithRSAEncryption,sha256WithRSAEncryption,2017-02-06 09:27:35,2042-02-06 09:27:35
60b4e294368c4e15caa9fa6cfff9dd47,FE:45:65:9B:79:03:5B:98:A1:61:B5:51:2E:AC:DA:58:09:48:22:4D,BC:10:4F:15:A4:8B:E7:09:DC:A5:42:A7:E1:D4:B9:DF:6F:05:45:27:E8:02:EA:A9:2D:59:54:44:25:8A:FE:71, C=GR O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2011,Hellenic Academic and Research Institutions RootCA 2011,,Hellenic Academic and Research Institutions Cert. Authority,,,GR,, C=GR O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2011,Hellenic Academic and Research Institutions RootCA 2011,,Hellenic Academic and Research Institutions Cert. Authority,,,GR,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2011-12-06 13:49:52,2031-12-01 13:49:52
94b73abc9c8b8d3c2cbae337c7442aa0,8D:A7:F9:65:EC:5E:FC:37:91:0F:1C:6E:59:FD:C1:CC:6A:6E:DE:16,8E:CD:E6:88:4F:3D:87:B1:12:5B:A3:1A:C3:FC:B1:3D:70:16:DE:7F:57:CC:90:4F:E1:CB:97:C6:AE:98:19:6E, C=US O=Amazon CN=Amazon Root CA 1,Amazon Root CA 1,,Amazon,,,US,, C=US O=Amazon CN=Amazon Root CA 1,Amazon Root CA 1,,Amazon,,,US,,143266978916655856878034712317230054538369994,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-05-26 00:00:00,2038-01-17 00:00:00
8e9b1be054ee033872f71cfad91f7421,27:96:BA:E6:3F:18:01:E2:77:26:1B:A0:D7:77:70:02:8F:20:EE:E4,C3:84:6B:F2:4B:9E:93:CA:64:27:4C:0E:C6:7C:1E:CC:5E:02:4F:FC:AC:D2:D7:40:19:35:0E:81:FE:54:6A:E4," C=US O=The Go Daddy Group, Inc. OU=Go Daddy Class 2 Certification Authority",,Go Daddy Class 2 Certification Authority,"The Go Daddy Group, Inc.",,,US,," C=US O=The Go Daddy Group, Inc. OU=Go Daddy Class 2 Certification Authority",,Go Daddy Class 2 Certification Authority,"The Go Daddy Group, Inc.",,,US,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2004-06-29 17:06:20,2034-06-29 17:06:20
0f5d2b29169b6807bddfa6d87baff932,D1:CB:CA:5D:B2:D5:2A:7F:69:3B:67:4D:E5:F0:5A:1D:0C:95:7D:F0,4F:F4:60:D5:4B:9C:86:DA:BF:BC:FC:57:12:E0:40:0D:2B:ED:3F:BC:4D:4F:BD:AA:86:E0:6A:DC:D2:A9:AD:7A, C=US ST=New Jersey L=Jersey City O=The USERTRUST Network CN=USERTrust ECC Certification Authority,USERTrust ECC Certification Authority,,The USERTRUST Network,Jersey City,New Jersey,US,, C=US ST=New Jersey L=Jersey City O=The USERTRUST Network CN=USERTrust ECC Certification Authority,USERTrust ECC Certification Authority,,The USERTRUST Network,Jersey City,New Jersey,US,,123013823720199481456569720443997572134,ecdsa-with-SHA384,ecdsa-with-SHA384,2010-02-01 00:00:00,2038-01-18 23:59:59
b3061e7fef5b5d3d4334a92bfb19b3d1,DD:FB:16:CD:49:31:C9:73:A2:03:7D:3F:C8:3A:4D:7D:77:5D:05:E4,55:2F:7B:DC:F1:A7:AF:9E:6C:E6:72:01:7F:4F:12:AB:F7:72:40:C7:8E:76:1A:C2:03:D1:D9:D2:0A:C8:99:88, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Trusted Root G4,DigiCert Trusted Root G4,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Trusted Root G4,DigiCert Trusted Root G4,www.digicert.com,DigiCert Inc,,,US,,7451500558977370777930084869016614236,sha384WithRSAEncryption,sha384WithRSAEncryption,2013-08-01 12:00:00,2038-01-15 12:00:00
