md5,sha1,sha256,subject,subject_common_name,subject_organizational_unit,subject_organization,subject_locality,subject_state,subject_country,subject_email,issuer,issuer_common_name,issuer_organizational_unit,issuer_organization,issuer_locality,issuer_state,issuer_country,issuer_email,serial,hash_algo,signature_algo,valid_not_before,valid_not_after
6745ec49ce770510baecea3e9014eb27,8D:17:84:D5:37:F3:03:7D:EC:70:FE:57:8B:51:9A:99:E6:10:D7:B0,5E:DB:7A:C4:3B:82:A0:6A:87:61:E8:D7:BE:49:79:EB:F2:61:1F:7D:D7:9B:F9:1C:1C:6B:56:6A:21:9E:D7:66, C=US O=GeoTrust Inc. OU=(c) 2007 GeoTrust Inc. - For authorized use only CN=GeoTrust Primary Certification Authority - G2,GeoTrust Primary Certification Authority - G2,(c) 2007 GeoTrust Inc. - For authorized use only,GeoTrust Inc.,,,US,, C=US O=GeoTrust Inc. OU=(c) 2007 GeoTrust Inc. - For authorized use only CN=GeoTrust Primary Certification Authority - G2,GeoTrust Primary Certification Authority - G2,(c) 2007 GeoTrust Inc. - For authorized use only,GeoTrust Inc.,,,US,,80682863203381065782177908751794619243,ecdsa-with-SHA384,ecdsa-with-SHA384,2007-11-05 00:00:00,2038-01-18 23:59:59
165f265c8cd46a3ba9f21b4786227c1f,66:31:BF:9E:F7:4F:9E:B6:C9:D5:A6:0C:BA:6A:BE:D1:F7:BD:EF:7B,0C:2C:D6:3D:F7:80:6F:A3:99:ED:E8:09:11:6B:57:5B:F8:79:89:F0:65:18:F9:80:8C:86:05:03:17:8B:AF:66, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO Certification Authority,COMODO Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO Certification Authority,COMODO Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,,104350513648249232941998508985834464573,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-12-01 00:00:00,2029-12-31 23:59:59
79677cac443d9008fdb9299d60e4124e,75:E0:AB:B6:13:85:12:27:1C:04:F8:5F:DD:DE:38:E4:B7:24:2E:FE,CA:42:DD:41:74:5F:D0:B8:1E:B9:02:36:2C:F9:D8:BF:71:9D:A1:BD:1B:1E:FC:94:6F:5B:4C:99:F4:2C:1B:9E, OU=GlobalSign Root CA - R2 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign Root CA - R2,GlobalSign,,,,, OU=GlobalSign Root CA - R2 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign Root CA - R2,GlobalSign,,,,,4835703278459682885658125,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-12-15 08:00:00,2021-12-15 08:00:00
280e49a944f8e623a86c627fc61b7ab6,09:3C:61:F3:8B:8B:DC:7D:55:DF:75:38:02:05:00:E1:25:F5:C8:36,8F:E4:FB:0A:F9:3A:4D:0D:67:DB:0B:EB:B2:3E:37:C7:1B:F3:25:DC:BC:DD:24:0E:A0:4D:AF:58:B4:7E:18:40, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 2 G3,QuoVadis Root CA 2 G3,,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 2 G3,QuoVadis Root CA 2 G3,,QuoVadis Limited,,,BM,,390156079458959257446133169266079962026824725800,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-01-12 18:59:32,2042-01-12 18:59:32
e838bdf7fcb7316b68290bbce19664ae,36:B1:2B:49:F9:81:9E:D7:4C:9E:BC:38:0F:C6:56:8F:5D:AC:B2:F7,E7:5E:72:ED:9F:56:0E:EC:6E:B4:80:00:73:A4:3F:C3:AD:19:19:5A:39:22:82:01:78:95:97:4A:99:02:6B:6C, C=JP O=SECOM Trust.net OU=Security Communication RootCA1,,Security Communication RootCA1,SECOM Trust.net,,,JP,, C=JP O=SECOM Trust.net OU=Security Communication RootCA1,,Security Communication RootCA1,SECOM Trust.net,,,JP,,0,sha1WithRSAEncryption,sha1WithRSAEncryption,2003-09-30 04:20:49,2023-09-30 04:20:49
982807ccbf4c13082f889b2165d90ca3,7E:04:DE:89:6A:3E:66:6D:00:E6:87:D3:3F:FA:D9:3B:E8:3D:34:9E,31:AD:66:48:F8:10:41:38:C7:38:F3:9E:A4:32:01:33:39:3E:3A:18:CC:02:29:6E:F9:7C:2A:C9:EF:67:31:D0, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G3,DigiCert Global Root G3,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G3,DigiCert Global Root G3,www.digicert.com,DigiCert Inc,,,US,,7089244469030293291760083333884364146,ecdsa-with-SHA384,ecdsa-with-SHA384,2013-08-01 12:00:00,2038-01-15 12:00:00
7073707f0b8e7174743aee6eff78e625,0F:36:38:5B:81:1A:25:C3:9B:31:4E:83:CA:E9:34:66:70:CC:74:B4,BF:FF:8F:D0:44:33:48:7D:6A:8A:A6:0C:1A:29:76:7A:9F:C2:BB:B0:5E:42:0F:71:3A:13:B9:92:89:1D:38:93," C=CN O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD. CN=GDCA TrustAUTH R5 ROOT",GDCA TrustAUTH R5 ROOT,,"GUANG DONG CERTIFICATE AUTHORITY CO.,LTD.",,,CN,," C=CN O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD. CN=GDCA TrustAUTH R5 ROOT",GDCA TrustAUTH R5 ROOT,,"GUANG DONG CERTIFICATE AUTHORITY CO.,LTD.",,,CN,,9009899650740120186,sha256WithRSAEncryption,sha256WithRSAEncryption,2014-11-26 05:13:15,2040-12-31 15:59:59
8a46822a6f9d57630c28f28555c8a6c1,B5:1C:06:7C:EE:2B:0C:3D:F8:55:AB:2D:92:F4:FE:39:D4:E7:0F:0E,2C:E1:CB:0B:F9:D2:F9:E1:02:99:3F:BE:21:51:52:C3:B2:DD:0C:AB:DE:1C:68:E5:31:9B:83:91:54:DB:B7:F5," C=US ST=Arizona L=Scottsdale O=Starfield Technologies, Inc. CN=Starfield Root Certificate Authority - G2",Starfield Root Certificate Authority - G2,,"Starfield Technologies, Inc.",Scottsdale,Arizona,US,," C=US ST=Arizona L=Scottsdale O=Starfield Technologies, Inc. CN=Starfield Root Certificate Authority - G2",Starfield Root Certificate Authority - G2,,"Starfield Technologies, Inc.",Scottsdale,Arizona,US,,0,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-09-01 00:00:00,2037-12-31 23:59:59
99886dc22e33064402a4b6a17815938c,87:82:C6:C3:04:35:3B:CF:D2:96:92:D2:59:3E:7D:44:D9:34:FF:11,F1:C1:B5:0A:E5:A2:0D:D8:03:0E:C9:F6:BC:24:82:3D:D3:67:B5:25:57:59:B4:E7:1B:61:FC:E9:F7:37:5D:73, C=US O=SecureTrust Corporation CN=SecureTrust CA,SecureTrust CA,,SecureTrust Corporation,,,US,, C=US O=SecureTrust Corporation CN=SecureTrust CA,SecureTrust CA,,SecureTrust Corporation,,,US,,17199774589125277788362757014266862032,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-07 19:31:18,2029-12-31 19:40:55
8eb1817974ba87e02cf7a3eeb3c2b36c,89:D4:83:03:4F:9E:9A:48:80:5F:72:37:D4:A9:A6:EF:CB:7C:1F:D1,BE:B0:0B:30:83:9B:9B:C3:2C:32:E4:44:79:05:95:06:41:F2:64:21:B1:5E:D0:89:19:8B:51:8A:E2:EA:1B:99, C=HU L=Budapest O=Microsec Ltd. organizationIdentifier=VATHU-23584497 CN=e-Szigno Root CA 2017,e-Szigno Root CA 2017,,Microsec Ltd.,Budapest,,HU,, C=HU L=Budapest O=Microsec Ltd. organizationIdentifier=VATHU-23584497 CN=e-Szigno Root CA 2017,e-Szigno Root CA 2017,,Microsec Ltd.,Budapest,,HU,,411379200276854331539784714,ecdsa-with-SHA256,ecdsa-with-SHA256,2017-08-22 12:07:06,2042-08-22 12:07:06
f7146e9329ccdef27cb5c52a95376d69,B5:61:EB:EA:A4:DE:E4:25:4B:69:1A:98:A5:57:47:C2:34:C7:D9:71,E2:3D:4A:03:6D:7B:70:E9:F5:95:B1:42:20:79:D2:B9:1E:DF:BB:1F:B6:51:A0:63:3E:AA:8A:9D:C5:F8:07:03, C=SK L=Bratislava O=Disig a.s. CN=CA Disig Root R2,CA Disig Root R2,,Disig a.s.,Bratislava,,SK,, C=SK L=Bratislava O=Disig a.s. CN=CA Disig Root R2,CA Disig Root R2,,Disig a.s.,Bratislava,,SK,,10572350602393338211,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-07-19 09:15:30,2042-07-19 09:15:30
e477f0aef481610212419875df25bf8e,DF:3C:24:F9:BF:D6:66:76:1B:26:80:73:FE:06:D1:CC:8D:4F:82:A4,CB:3C:CB:B7:60:31:E5:E0:13:8F:8D:D3:9A:23:F9:DE:47:FF:C3:5E:43:C1:14:4C:EA:27:D4:6A:5A:B1:CB:5F, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G2,DigiCert Global Root G2,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Global Root G2,DigiCert Global Root G2,www.digicert.com,DigiCert Inc,,,US,,4293743540046975378534879503202253541,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-08-01 12:00:00,2038-01-15 12:00:00
3871185f14c92d05430c9ce511df5736,CF:9E:87:6D:D3:EB:FC:42:26:97:A3:B5:A3:7A:A0:76:A9:06:23:48,BF:D8:8F:E1:10:1C:41:AE:3E:80:1B:F8:BE:56:35:0E:E9:BA:D1:A6:B9:BD:51:5E:DC:5C:6D:5B:87:11:AC:44, C=TW O=TAIWAN-CA OU=Root CA CN=TWCA Root Certification Authority,TWCA Root Certification Authority,Root CA,TAIWAN-CA,,,TW,, C=TW O=TAIWAN-CA OU=Root CA CN=TWCA Root Certification Authority,TWCA Root Certification Authority,Root CA,TAIWAN-CA,,,TW,,1,sha1WithRSAEncryption,sha1WithRSAEncryption,2008-08-28 07:24:33,2030-12-31 15:59:59
1657320560369c166eab21efce40d3a0,1F:24:C6:30:CD:A4:18:EF:20:69:FF:AD:4F:DD:5F:46:3A:1B:69:AA,17:9F:BC:14:8A:3D:D0:0F:D2:4E:A1:34:58:CC:43:BF:A7:F5:9C:81:82:D7:83:A5:13:F6:EB:EC:10:0C:89:24, OU=GlobalSign ECC Root CA - R5 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign ECC Root CA - R5,GlobalSign,,,,, OU=GlobalSign ECC Root CA - R5 O=GlobalSign CN=GlobalSign,GlobalSign,GlobalSign ECC Root CA - R5,GlobalSign,,,,,32785792099990507226680698011560947931244,ecdsa-with-SHA384,ecdsa-with-SHA384,2012-11-13 00:00:00,2038-01-19 03:14:07
dba2eb378c6117d499785fe08e1ca529,58:E8:AB:B0:36:15:33:FB:80:F7:9B:1B:6D:29:D3:FF:8D:5F:00:F0,49:E7:A4:42:AC:F0:EA:62:87:05:00:54:B5:25:64:B6:50:E4:F4:9E:42:E3:48:D6:AA:38:E0:39:E9:57:B1:C1, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 2009,D-TRUST Root Class 3 CA 2 2009,,D-Trust GmbH,,,DE,, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 2009,D-TRUST Root Class 3 CA 2 2009,,D-Trust GmbH,,,DE,,623603,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-11-05 08:35:58,2029-11-05 08:35:58
eb236550230cafb9a2504848c08a00ab,B8:01:86:D1:EB:9C:86:A5:41:04:CF:30:54:F3:4C:52:B7:E5:58:C6,CE:CD:DC:90:50:99:D8:DA:DF:C5:B1:D2:09:B7:37:CB:E2:C1:8C:FB:2C:10:C0:FF:0B:CF:0D:32:86:FC:1A:A2, C=US OU=www.xrampsecurity.com O=XRamp Security Services Inc CN=XRamp Global Certification Authority,XRamp Global Certification Authority,www.xrampsecurity.com,XRamp Security Services Inc,,,US,, C=US OU=www.xrampsecurity.com O=XRamp Security Services Inc CN=XRamp Global Certification Authority,XRamp Global Certification Authority,www.xrampsecurity.com,XRamp Security Services Inc,,,US,,107108908803651509692980124233745014957,sha1WithRSAEncryption,sha1WithRSAEncryption,2004-11-01 17:14:04,2035-01-01 05:37:19
8cab80245abee8286d932c959adefebc,F5:17:A2:4F:9A:48:C6:C9:F8:A2:00:26:9F:DC:0F:48:2C:AB:30:89,7E:37:CB:8B:4C:47:09:0C:AB:36:55:1B:A6:F4:5D:B8:40:68:0F:BA:16:6A:95:2D:B1:00:71:7F:43:05:3F:C2, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root G3,DigiCert Assured ID Root G3,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root G3,DigiCert Assured ID Root G3,www.digicert.com,DigiCert Inc,,,US,,15459312981008553731928384953135426796,ecdsa-with-SHA384,ecdsa-with-SHA384,2013-08-01 12:00:00,2038-01-15 12:00:00
4428ec61346818ada5c9c9e81c29727f,14:88:4E:86:26:37:B0:26:AF:59:62:5C:40:77:EC:35:29:BA:96:01,DB:35:17:D1:F6:73:2A:2D:5A:B9:7C:53:3E:C7:07:79:EE:32:70:A6:2F:B4:AC:42:38:37:24:60:E6:F0:1E:88," C=US O=Entrust, Inc. OU=See www.entrust.net/legal-terms OU=(c) 2015 Entrust, Inc. - for authorized use only CN=Entrust Root Certification Authority - G4",Entrust Root Certification Authority - G4,See www.entrust.net/legal-terms,"Entrust, Inc.",,,US,," C=US O=Entrust, Inc. OU=See www.entrust.net/legal-terms OU=(c) 2015 Entrust, Inc. - for authorized use only CN=Entrust Root Certification Authority - G4",Entrust Root Certification Authority - G4,See www.entrust.net/legal-terms,"Entrust, Inc.",,,US,,289383649854506086828220374796556676440,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-05-27 11:11:16,2037-12-27 11:41:16
b64a341d768a8b7992e7724114aba526,F9:B5:B6:32:45:5F:9C:BE:EC:57:5F:80:DC:E9:6E:2C:C7:B2:78:B7,03:76:AB:1D:54:C5:F9:80:3C:E4:B2:E2:01:A0:EE:7E:EF:7B:57:B6:36:E8:A9:3C:9B:8D:48:60:C9:6F:5F:A7, C=US O=AffirmTrust CN=AffirmTrust Commercial,AffirmTrust Commercial,,AffirmTrust,,,US,, C=US O=AffirmTrust CN=AffirmTrust Commercial,AffirmTrust Commercial,,AffirmTrust,,,US,,8608355977964138876,sha256WithRSAEncryption,sha256WithRSAEncryption,2010-01-29 14:06:06,2030-12-31 14:06:06
4dab9055b4d1f66ccb4eeff7cc7be7b5,28:90:3A:63:5B:52:80:FA:E6:77:4C:0B:6D:A7:D6:BA:A6:4A:F2:E8,88:49:7F:01:60:2F:31:54:24:6A:E2:8C:4D:5A:EF:10:F1:D8:7E:BB:76:62:6F:4A:E0:B7:F9:5B:A7:96:87:99, C=ES O=Agencia Catalana de Certificacio (NIF Q-0801176-I) OU=Serveis Publics de Certificacio OU=Vegeu https://www.catcert.net/verarrel (c)03 OU=Jerarquia Entitats de Certificacio Catalanes CN=EC-ACC,EC-ACC,Serveis Publics de Certificacio,Agencia Catalana de Certificacio (NIF Q-0801176-I),,,ES,, C=ES O=Agencia Catalana de Certificacio (NIF Q-0801176-I) OU=Serveis Publics de Certificacio OU=Vegeu https://www.catcert.net/verarrel (c)03 OU=Jerarquia Entitats de Certificacio Catalanes CN=EC-ACC,EC-ACC,Serveis Publics de Certificacio,Agencia Catalana de Certificacio (NIF Q-0801176-I),,,ES,,-23701579247955709139626555126524820479,sha1WithRSAEncryption,sha1WithRSAEncryption,2003-01-07 23:00:00,2031-01-07 22:59:59
67967a03b164bd5c6fb80814511a9f34,05:63:B8:63:0D:62:D7:5A:BB:C8:AB:1E:4B:DF:B5:A8:99:B2:4D:43,3E:90:99:B5:01:5E:8F:48:6C:00:BC:EA:9D:11:1E:E7:21:FA:BA:35:5A:89:BC:F1:DF:69:56:1E:3D:C6:32:5C, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root CA,DigiCert Assured ID Root CA,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root CA,DigiCert Assured ID Root CA,www.digicert.com,DigiCert Inc,,,US,,17154717934120587862167794914071425081,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-10 00:00:00,2031-11-10 00:00:00
b58ea6305b633b6723eaeed72d1a22b6,47:BE:AB:C9:22:EA:E8:0E:78:78:34:62:A7:9F:45:C2:54:FD:E6:8B,45:14:0B:32:47:EB:9C:C8:C5:B4:F0:D7:B5:30:91:F7:32:92:08:9E:6E:5A:63:E2:74:9D:D3:AC:A9:19:8E:DA," C=US ST=Arizona L=Scottsdale O=GoDaddy.com, Inc. CN=Go Daddy Root Certificate Authority - G2",Go Daddy Root Certificate Authority - G2,,"GoDaddy.com, Inc.",Scottsdale,Arizona,US,," C=US ST=Arizona L=Scottsdale O=GoDaddy.com, Inc. CN=Go Daddy Root Certificate Authority - G2",Go Daddy Root Certificate Authority - G2,,"GoDaddy.com, Inc.",Scottsdale,Arizona,US,,0,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-09-01 00:00:00,2037-12-31 23:59:59
5b1280a712d724668516c70488b8b6b3,58:D1:DF:95:95:67:6B:63:C0:F0:5B:1C:17:4D:8B:84:0B:C8:78:BD,5A:88:5D:B1:9C:01:D9:12:C5:75:93:88:93:8C:AF:BB:DF:03:1A:B2:D4:8E:91:EE:15:58:9B:42:97:1D:03:9C, C=PA ST=Panama L=Panama City O=TrustCor Systems S. de R.L. OU=TrustCor Certificate Authority CN=TrustCor ECA-1,TrustCor ECA-1,TrustCor Certificate Authority,TrustCor Systems S. de R.L.,Panama City,Panama,PA,, C=PA ST=Panama L=Panama City O=TrustCor Systems S. de R.L. OU=TrustCor Certificate Authority CN=TrustCor ECA-1,TrustCor ECA-1,TrustCor Certificate Authority,TrustCor Systems S. de R.L.,Panama City,Panama,PA,,9548242946988625984,sha256WithRSAEncryption,sha256WithRSAEncryption,2016-02-04 12:32:33,2029-12-31 17:28:07
6eca20decf30efd6c524d4c68530f620,B8:23:6B:00:2F:1D:16:86:53:01:55:6C:11:A4:37:CA:EB:FF:C3:BB,BD:71:FD:F6:DA:97:E4:CF:62:D1:64:7A:DD:25:81:B0:7D:79:AD:F8:39:7E:B4:EC:BA:9C:5E:84:88:82:14:23, C=US O=AffirmTrust CN=AffirmTrust Premium ECC,AffirmTrust Premium ECC,,AffirmTrust,,,US,, C=US O=AffirmTrust CN=AffirmTrust Premium ECC,AffirmTrust Premium ECC,,AffirmTrust,,,US,,8401224907861490260,ecdsa-with-SHA384,ecdsa-with-SHA384,2010-01-29 14:20:24,2040-12-31 14:20:24
7f4ff737d171389f38cae6a35ef5abb2,43:13:BB:96:F1:D5:86:9B:C1:4E:6A:92:F6:CF:F6:34:69:87:82:37,DD:69:36:FE:21:F8:F0:77:C1:23:A1:A5:21:C1:22:24:F7:22:55:B7:3E:03:A7:26:06:93:E8:A2:4B:0F:A3:89, O=TeliaSonera CN=TeliaSonera Root CA v1,TeliaSonera Root CA v1,,TeliaSonera,,,,, O=TeliaSonera CN=TeliaSonera Root CA v1,TeliaSonera Root CA v1,,TeliaSonera,,,,,199041966741090107964904287217786801558,sha1WithRSAEncryption,sha1WithRSAEncryption,2007-10-18 12:00:50,2032-10-18 12:00:50
cf3d606de59866f9944c53692e2be78d,58:A2:D0:EC:20:52:81:5B:C1:F3:F8:64:02:24:4E:C2:8E:02:4B:02,5A:2F:C0:3F:0C:83:B0:90:BB:FA:40:60:4B:09:88:44:6C:76:36:18:3D:F9:84:6E:17:10:1A:44:7F:B8:EF:D6, C=HK ST=Hong Kong L=Hong Kong O=Hongkong Post CN=Hongkong Post Root CA 3,Hongkong Post Root CA 3,,Hongkong Post,Hong Kong,Hong Kong,HK,, C=HK ST=Hong Kong L=Hong Kong O=Hongkong Post CN=Hongkong Post Root CA 3,Hongkong Post Root CA 3,,Hongkong Post,Hong Kong,Hong Kong,HK,,46170865288971385588281144162979347873371282084,sha256WithRSAEncryption,sha256WithRSAEncryption,2017-06-03 02:29:46,2042-06-03 02:29:46
f3254b07bc7c1993c5a7f02e1748efc8,49:0A:75:74:DE:87:0A:47:FE:58:EE:F6:C7:6B:EB:C6:0B:12:40:99,9A:11:40:25:19:7C:5B:B9:5D:94:E6:3D:55:CD:43:79:08:47:B6:46:B2:3C:DF:11:AD:A4:A0:0E:FF:15:FB:48, C=NO O=Buypass AS-983163327 CN=Buypass Class 2 Root CA,Buypass Class 2 Root CA,,Buypass AS-983163327,,,NO,, C=NO O=Buypass AS-983163327 CN=Buypass Class 2 Root CA,Buypass Class 2 Root CA,,Buypass AS-983163327,,,NO,,2,sha256WithRSAEncryption,sha256WithRSAEncryption,2010-10-26 08:38:03,2040-10-26 08:38:03
36c6b6089d6c651b55c74e3fc4bb51e1,2F:8F:36:4F:E1:58:97:44:21:59:87:A5:2A:9A:D0:69:95:26:7F:B5,97:55:20:15:F5:DD:FC:3C:87:88:C0:06:94:45:55:40:88:94:45:00:84:F1:00:86:70:86:BC:1A:2B:B5:8D:C8," C=US ST=Illinois L=Chicago O=Trustwave Holdings, Inc. CN=Trustwave Global Certification Authority",Trustwave Global Certification Authority,,"Trustwave Holdings, Inc.",Chicago,Illinois,US,," C=US ST=Illinois L=Chicago O=Trustwave Holdings, Inc. CN=Trustwave Global Certification Authority",Trustwave Global Certification Authority,,"Trustwave Holdings, Inc.",Chicago,Illinois,US,,1846098327275375458322922162,sha256WithRSAEncryption,sha256WithRSAEncryption,2017-08-23 19:34:12,2042-08-23 19:34:12
2178a8614fb375f461472c9b335bbeff,E2:B8:29:4B:55:84:AB:6B:58:C2:90:46:6C:AC:3F:B8:39:8F:84:83,5C:C3:D7:8E:4E:1D:5E:45:54:7A:04:E6:87:3E:64:F9:0C:F9:53:6D:1C:CC:2E:F8:00:F3:55:C4:C5:FD:70:FD, C=CN O=China Financial Certification Authority CN=CFCA EV ROOT,CFCA EV ROOT,,China Financial Certification Authority,,,CN,, C=CN O=China Financial Certification Authority CN=CFCA EV ROOT,CFCA EV ROOT,,China Financial Certification Authority,,,CN,,407555286,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-08-08 03:07:01,2029-12-31 03:07:01
ab94d312110f7d679df267a7c5b6db20,9C:BB:48:53:F6:A4:F6:D3:52:A4:E8:32:52:55:60:13:F5:AD:AF:65,59:76:90:07:F7:68:5D:0F:CD:50:87:2F:9F:95:D5:75:5A:5B:2B:45:7D:81:F3:69:2B:61:0A:98:67:2F:0E:1B, C=TW O=TAIWAN-CA OU=Root CA CN=TWCA Global Root CA,TWCA Global Root CA,Root CA,TAIWAN-CA,,,TW,, C=TW O=TAIWAN-CA OU=Root CA CN=TWCA Global Root CA,TWCA Global Root CA,Root CA,TAIWAN-CA,,,TW,,3262,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-06-27 06:28:33,2030-12-31 15:59:59
b63a6780bf4b6df8198129d817024071,C3:19:7C:39:24:E6:54:AF:1B:C4:AB:20:95:7A:E2:C3:0E:13:02:6A,34:17:BB:06:CC:60:07:DA:1B:96:1C:92:0B:8A:B4:CE:3F:AD:82:0E:4A:A3:0B:9A:CB:C4:A7:4E:BD:CE:BC:65, C=US ST=Texas L=Houston O=SSL Corporation CN=SSL.com Root Certification Authority ECC,SSL.com Root Certification Authority ECC,,SSL Corporation,Houston,Texas,US,, C=US ST=Texas L=Houston O=SSL Corporation CN=SSL.com Root Certification Authority ECC,SSL.com Root Certification Authority ECC,,SSL Corporation,Houston,Texas,US,,8495723813297216424,ecdsa-with-SHA256,ecdsa-with-SHA256,2016-02-12 18:14:03,2041-02-12 18:14:03
1454e786045c456ca41bfb7604b6d19b,76:E2:7E:C1:4F:DB:82:C1:C0:A6:75:B5:05:BE:3D:29:B4:ED:DB:BB,4D:24:91:41:4C:FE:95:67:46:EC:4C:EF:A6:CF:6F:72:E2:8A:13:29:43:2F:9D:8A:90:7A:C4:CB:5D:AD:C1:5A, C=NL O=Staat der Nederlanden CN=Staat der Nederlanden EV Root CA,Staat der Nederlanden EV Root CA,,Staat der Nederlanden,,,NL,, C=NL O=Staat der Nederlanden CN=Staat der Nederlanden EV Root CA,Staat der Nederlanden EV Root CA,,Staat der Nederlanden,,,NL,,10000013,sha256WithRSAEncryption,sha256WithRSAEncryption,2010-12-08 11:19:29,2022-12-08 11:10:28
